source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,431,"f101h3 | 430 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,437,"f101i3 | 436 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,443,"f101j3 | 442 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,449,"f101k3 | 448 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,471,g16 | 470 | # of times suffering from serious illness in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,527,"w_1998 | 526 | weight variable, estimated based on 100% age-sex-residence-specific distribution | Scale | F9.2"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,528,"dth98_00 | 527 | status of survival, death, or lost to follow-up from 1998 to 2000 waves | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,529,month_0 | 528 | month of the interview in 2000 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,530,day_0 | 529 | day of the interview in 2000 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,532,vage_0 | 531 | validated age in the 2000 survey | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,539,a53a2_0 | 538 | age of 1st person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,543,a53b2_0 | 542 | age of 2nd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,547,a53c2_0 | 546 | age of 3rd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,551,a53d2_0 | 550 | age of 4th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,555,a53e2_0 | 554 | age of 5th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,559,a53f2_0 | 558 | age of 6th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,563,a53g2_0 | 562 | age of 7th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,567,a53h2_0 | 566 | age of 8th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,571,a53i2_0 | 570 | age of 9th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,575,a53j2_0 | 574 | age of 10th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,579,a53k2_0 | 578 | age of 11th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,583,a53l2_0 | 582 | age of 12th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,586,a54a_0 | 585 | year of being admitted to the nursing home | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,587,a54b_0 | 586 | month of being admitted to the nursing home | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,595,b26_0 | 594 | feel useless with age | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,597,c11_0 | 596 | what time of day is it right now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,598,c12_0 | 597 | what month is it right now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,599,c13_0 | 598 | what is the date of the mid-autumn festival? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,627,d2_0 | 626 | amount of staple food per day (liang) | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,655,d75_0 | 654 | times smoke (or smoked) per day | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,661,d86_0 | 660 | how much per day if drink( or drank)? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,710,f101_0 | 709 | age when gave the first birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,712,f102_0 | 711 | age when gave the last birth | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,729,g13_0 | 728 | # of times suffering from serious illness in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,731,g14a2_0 | 730 | days lasted for the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,733,g14b2_0 | 732 | days lasted for the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,735,g14c2_0 | 734 | days lasted for the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,794,d0provid | 793 | province living in at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,795,d0resid | 794 | place of residence at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,798,d0sex | 797 | sex of the deceased elder | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,799,d0marry | 798 | marital status of the deceased elder at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,800,d0livarr | 799 | primary living arrangement of the deceased elder in the last year of life | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,802,d0vyear | 801 | validated year of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,803,d0vmonth | 802 | validated month of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,804,d0vday | 803 | validated day of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,805,d0vdage | 804 | validated age at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,806,d0dplace | 805 | place of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,807,d0cause | 806 | main cause of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,810,d0bedday | 809 | days of being bedridden before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,813,d0diday1 | 812 | days suffering from such disease at the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,815,d0diday2 | 814 | days suffering from such disease at the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,817,d0diday3 | 816 | days suffering from such disease at the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,836,d0income | 835 | yearly per capita income of the family of the deceased elder | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,837,d0wcfaci | 836 | family had toilet facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,838,d0tapwat | 837 | family had tap water facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,839,d0bathfa | 838 | family had bathing/showering facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,840,d0heater | 839 | family had heater/heating system before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,841,d0tvset | 840 | family had tv before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,842,d0washma | 841 | family had washing machine before elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,843,d0phone | 842 | family had telephone before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,844,"d0doctor | 843 | if the deceased elder was from rural, was there a doctor in the village? | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,845,d0licdoc | 844 | did the village doctor have a license? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,846,d0whopay | 845 | who mainly paid the medical cost for the deceased elder? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,847,d0medcos | 846 | total medical cost (rmb) in the last year of the life | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,849,d0b_age1 | 848 | age starting to be partially dependent in bathing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,850,d0b_age2 | 849 | age starting to be fully dependent in bathing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,852,d0d_age1 | 851 | age starting to be partially dependent in dressing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,853,d0d_age2 | 852 | age starting to be fully dependent in dressing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,855,d0t_age1 | 854 | age starting to be partially dependent in toileting | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,856,d0t_age2 | 855 | age starting to be fully dependent in toileting | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,858,d0m_age1 | 857 | age starting to be partially dependent in indoor transferring | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,859,d0m_age2 | 858 | age starting to be fully dependent in indoor transferring | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,861,d0c_age1 | 860 | age starting to be partially dependent in continence | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,862,d0c_age2 | 861 | age starting to be fully dependent in continence | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,864,d0f_age1 | 863 | age starting to be partially dependent in feeding | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,865,d0f_age2 | 864 | age starting to be fully dependent in feeding | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,866,d0outdor | 865 | days the elder could not get outdoor to chat before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,867,d0actday | 866 | number of days of being bedridden in daytime is longer than non-bedridden time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,869,d0smktim | 868 | number of times smoked a day on average | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,870,d0drink | 869 | did the deceased elder drink since the last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,872,d0drkmch | 871 | how much (liang) did the elder drink every day since last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,873,"dth00_02 | 872 | status of survival, death, or lost to follow-up from 2000 to 2002 waves | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,874,month_2 | 873 | month of the interview in 2002 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,875,day_2 | 874 | day of the interview in 2002 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,877,vage_2 | 876 | validated age at the 2002 survey | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,884,a53a2_2 | 883 | age of 1st person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,888,a53b2_2 | 887 | age of 2nd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,892,a53c2_2 | 891 | age of 3rd person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,896,a53d2_2 | 895 | age of 4th person you living with currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_1998_2018_longitudinal_dataset.docx,table_1_row,900,a53e2_2 | 899 | age of 5th person you living with currently | Ordinal | F8
